,correct word,misspelled word,total edit distance,number of words with error,close change,changes
319,مردم یمن,مردم من,1.0,1.0,1.0,"[[], [1]]"
320,مردم یمن,مردم هیمدن,2.0,1.0,0.0,"[[], [2, 2]]"
321,مردم یمن,دم یمن,2.0,1.0,1.0,"[[1, 1], []]"
322,مردم یمن,رد یمن,2.0,2.0,0.0,"[[1, 1], []]"
323,مردم یمن,نمردم یم,2.0,2.0,1.0,"[[2], [1]]"
324,مردم یمن,مردم گیب,3.0,1.0,0.0,"[[], [2, 0, 1]]"
325,مردم یمن,مردم ت,3.0,1.0,1.0,"[[], [1, 1, 0]]"
326,مردم یمن,ردم مبن,3.0,2.0,0.0,"[[1], [1, 2]]"
327,مردم یمن,مری یکمن,3.0,2.0,1.0,"[[0, 1], [2]]"
328,زیر سوال,ثزیر سوال,1.0,1.0,0.0,"[[2], []]"
329,زیر سوال,زیر سول,1.0,1.0,1.0,"[[], [1]]"
330,زیر سوال,زیر سططال,2.0,1.0,0.0,"[[], [0, 2]]"
331,زیر سوال,ر سوال,2.0,1.0,1.0,"[[1, 1], []]"
332,زیر سوال,زیر واشل,2.0,2.0,0.0,"[[], [1, 2]]"
333,زیر سوال,زیر شسدوال,2.0,2.0,1.0,"[[], [2, 2]]"
334,زیر سوال,زیر وضس,3.0,1.0,0.0,"[[], [1, 0, 0]]"
335,زیر سوال,زیر سدتاال,3.0,1.0,1.0,"[[], [0, 2, 2]]"
336,زیر سوال,سقیم سوال,3.0,2.0,0.0,"[[0, 2, 0], []]"
337,زیر سوال,طس سوال,3.0,2.0,1.0,"[[0, 0, 1], []]"
338,افزایش قیمت‌ها,سافزایش قیمت‌ها,1.0,1.0,0.0,"[[2], []]"
339,افزایش قیمت‌ها,افزایش غقیمت‌ها,1.0,1.0,1.0,"[[], [2]]"
340,افزایش قیمت‌ها,افزایش قیظشت‌ها,2.0,1.0,0.0,"[[], [0, 2]]"
341,افزایش قیمت‌ها,اقفزای قیمت‌ها,2.0,1.0,1.0,"[[2, 1], []]"
342,افزایش قیمت‌ها,افزیش قیمت‌ه,2.0,2.0,0.0,"[[1], [1]]"
343,افزایش قیمت‌ها,افزایش فقیمن‌ها,2.0,2.0,1.0,"[[], [2, 0]]"
344,افزایش قیمت‌ها,ژاگفایش قیمت‌ها,3.0,1.0,0.0,"[[2, 2, 1], []]"
345,افزایش قیمت‌ها,تافاش قیمت‌ها,3.0,1.0,1.0,"[[2, 1, 1], []]"
346,افزایش قیمت‌ها,افزایش حقیدمت‌هژ,3.0,2.0,0.0,"[[], [2, 2, 0]]"
347,افزایش قیمت‌ها,اغفزابی قیمت‌ها,3.0,2.0,1.0,"[[2, 2, 1], []]"
348,ماه پس,باه پس,1.0,1.0,0.0,"[[0], []]"
349,ماه پس,ماه بپس,1.0,1.0,1.0,"[[], [2]]"
350,ماه پس,طه پس,2.0,1.0,0.0,"[[1, 0], []]"
351,ماه پس,ماه ,2.0,1.0,1.0,"[[], [1, 1]]"
352,ماه پس,ماه مخ,2.0,2.0,0.0,"[[], [0, 0]]"
353,ماه پس,مت پس,2.0,2.0,1.0,"[[0, 1], []]"
354,ماه پس,ثمآثه پس,3.0,1.0,0.0,"[[2, 0, 2], []]"
355,ماه پس,نلعه پس,3.0,2.0,1.0,"[[0, 0, 2], []]"
356,روزنامه کیهان,روزنام کیهان,1.0,1.0,0.0,"[[1], []]"
357,روزنامه کیهان,روزنامه کیهن,1.0,1.0,1.0,"[[], [1]]"
358,روزنامه کیهان,روزنامه آکیهذن,2.0,1.0,0.0,"[[], [2, 0]]"
359,روزنامه کیهان,روزنامه کسهن,2.0,1.0,1.0,"[[], [0, 1]]"
360,روزنامه کیهان,رفوزنژامه کیهان,2.0,2.0,0.0,"[[2, 2], []]"
361,روزنامه کیهان,ذوزتامه کیهان,2.0,2.0,1.0,"[[0, 0], []]"
362,روزنامه کیهان,زنامب کیهان,3.0,1.0,0.0,"[[1, 1, 0], []]"
363,روزنامه کیهان,ردزلمه کیهان,3.0,1.0,1.0,"[[0, 1, 0], []]"
364,روزنامه کیهان,خرغوزچامه کیهان,3.0,2.0,0.0,"[[2, 2, 0], []]"
365,روزنامه کیهان,روضزنامه کها,3.0,2.0,1.0,"[[2], [1, 1]]"
366,تامین آب,تاغین آب,1.0,1.0,0.0,"[[0], []]"
367,تامین آب,تامین تب,1.0,1.0,1.0,"[[], [0]]"
368,تامین آب,تابیپ آب,2.0,1.0,0.0,"[[0, 0], []]"
369,تامین آب,تامین لآل,2.0,1.0,1.0,"[[], [2, 0]]"
370,تامین آب,تامن ب,2.0,2.0,0.0,"[[1], [1]]"
371,تامین آب,اتمین آب,2.0,2.0,1.0,"[[2, 1], []]"
372,تامین آب,دمجین آب,3.0,1.0,0.0,"[[0, 1, 2], []]"
373,تامین آب,تتایت آب,3.0,1.0,1.0,"[[2, 1, 0], []]"
374,تامین آب,تتکی آب,3.0,2.0,1.0,"[[0, 0, 1], []]"
375,وی می‌افزاید,نوی می‌افزاید,1.0,1.0,0.0,"[[2], []]"
376,وی می‌افزاید,وی می‌اقزاید,1.0,1.0,1.0,"[[], [0]]"
377,وی می‌افزاید,وی می‌اافزاهد,2.0,1.0,0.0,"[[], [2, 0]]"
378,وی می‌افزاید,وی می‌افرزایذد,2.0,1.0,1.0,"[[], [2, 2]]"
379,وی می‌افزاید,و آی‌افزاید,2.0,2.0,0.0,"[[1], [0]]"
380,وی می‌افزاید,دس می‌افزاید,2.0,2.0,1.0,"[[0, 0], []]"
381,وی می‌افزاید,وثی جی‌افزید,3.0,2.0,0.0,"[[2], [0, 1]]"
382,وی می‌افزاید,ب می‌افزایذ,3.0,2.0,1.0,"[[1, 0], [0]]"
383,پیش آمد,ضیش آمد,1.0,1.0,0.0,"[[0], []]"
384,پیش آمد,پیش مد,1.0,1.0,1.0,"[[], [1]]"
385,پیش آمد,پ آمد,2.0,1.0,0.0,"[[1, 1], []]"
386,پیش آمد,سش آمد,2.0,1.0,1.0,"[[1, 0], []]"
387,پیش آمد,شیمش آمد,2.0,2.0,0.0,"[[0, 2], []]"
388,پیش آمد,پیش آذ,2.0,2.0,1.0,"[[], [1, 0]]"
389,پیش آمد,ژپصز آمد,3.0,1.0,0.0,"[[2, 0, 0], []]"
390,پیش آمد, آمد,3.0,1.0,1.0,"[[1, 1, 1], []]"
391,پیش آمد,پیش نوم,3.0,2.0,0.0,"[[], [0, 2, 1]]"
392,پیش آمد,بیس آکمد,3.0,2.0,1.0,"[[0, 0], [2]]"
393,قانون برنامه,قانون برنالمه,1.0,1.0,0.0,"[[], [2]]"
394,قانون برنامه,قلنون برنامه,1.0,1.0,1.0,"[[0], []]"
395,قانون برنامه,قانون برچاما,2.0,1.0,0.0,"[[], [0, 0]]"
396,قانون برنامه,قامومن برنامه,2.0,1.0,1.0,"[[0, 2], []]"
397,قانون برنامه,قنون برنگمه,2.0,2.0,0.0,"[[1], [0]]"
398,قانون برنامه,ثاون برنامه,2.0,2.0,1.0,"[[0, 1], []]"
399,قانون برنامه,قپاو برنامه,3.0,1.0,0.0,"[[2, 1, 1], []]"
400,قانون برنامه,قدن برنامه,3.0,1.0,1.0,"[[1, 1, 0], []]"
401,قانون برنامه,قانون ورامض,3.0,2.0,0.0,"[[], [0, 1, 0]]"
402,قانون برنامه,قاندن بزنام,3.0,2.0,1.0,"[[0], [0, 1]]"
403,همشهری گفت,همشهری گفژ,1.0,1.0,0.0,"[[], [0]]"
404,همشهری گفت,همشهری گغفت,1.0,1.0,1.0,"[[], [2]]"
405,همشهری گفت,هفمشهدی گفت,2.0,1.0,0.0,"[[2, 0], []]"
406,همشهری گفت,خمشخهری گفت,2.0,1.0,1.0,"[[0, 2], []]"
407,همشهری گفت,همشهری آگف,2.0,2.0,0.0,"[[], [2, 1]]"
408,همشهری گفت,همشهری گآ,2.0,2.0,1.0,"[[], [1, 0]]"
409,همشهری گفت,تهعمشغهری گفت,3.0,1.0,0.0,"[[2, 2, 2], []]"
410,همشهری گفت,همشهری ا,3.0,1.0,1.0,"[[], [1, 1, 0]]"
411,همشهری گفت,همشهری هححت,3.0,2.0,0.0,"[[], [0, 0, 2]]"
412,همشهری گفت,همسهری فات,3.0,2.0,1.0,"[[0], [1, 2]]"
413,وزارت صنعت,وزحارت صنعت,1.0,1.0,0.0,"[[2], []]"
414,وزارت صنعت,وزار صنعت,1.0,1.0,1.0,"[[1], []]"
415,وزارت صنعت,وزارت نعه,2.0,1.0,0.0,"[[], [1, 0]]"
416,وزارت صنعت,وزارت ثتعت,2.0,1.0,1.0,"[[], [0, 0]]"
417,وزارت صنعت,وزارت زصنت,2.0,2.0,0.0,"[[], [2, 1]]"
418,وزارت صنعت,دزارت صتنعت,2.0,2.0,1.0,"[[0], [2]]"
419,وزارت صنعت,وایری صنعت,3.0,1.0,0.0,"[[1, 2, 0], []]"
420,وزارت صنعت,دزاآ صنعت,3.0,1.0,1.0,"[[0, 1, 0], []]"
421,وزارت صنعت,وپارت صع,3.0,2.0,0.0,"[[0], [1, 1]]"
422,وزارت صنعت,ذارت صنعطت,3.0,2.0,1.0,"[[1, 0], [2]]"
423,تغییر کند,تغییر ند,1.0,1.0,0.0,"[[], [1]]"
424,تغییر کند,تغییر کن,1.0,1.0,1.0,"[[], [1]]"
425,تغییر کند,عغیژیر کند,2.0,1.0,0.0,"[[0, 2], []]"
426,تغییر کند,آتغیی کند,2.0,1.0,1.0,"[[2, 1], []]"
427,تغییر کند,تغییر کانظ,2.0,2.0,0.0,"[[], [2, 0]]"
428,تغییر کند,نغییذر کند,2.0,2.0,1.0,"[[0, 2], []]"
429,تغییر کند,یغیغبر کند,3.0,1.0,0.0,"[[0, 0, 2], []]"
430,تغییر کند,آیبیر کند,3.0,1.0,1.0,"[[0, 1, 2], []]"
431,تغییر کند,قشییر کنصد,3.0,2.0,0.0,"[[0, 0], [2]]"
432,تغییر کند,تغییر می,3.0,2.0,1.0,"[[], [1, 0, 0]]"
433,شدند اما,شدند ام,1.0,1.0,0.0,"[[], [1]]"
434,شدند اما,سشدند اما,1.0,1.0,1.0,"[[2], []]"
435,شدند اما,شصپند اما,2.0,1.0,0.0,"[[0, 2], []]"
436,شدند اما,شذدنذد اما,2.0,1.0,1.0,"[[2, 2], []]"
437,شدند اما,شندسد اما,2.0,2.0,0.0,"[[2, 0], []]"
438,شدند اما,شدند انت,2.0,2.0,1.0,"[[], [0, 0]]"
439,شدند اما,شدند محمجا,3.0,1.0,0.0,"[[], [0, 2, 2]]"
440,شدند اما,د اما,3.0,1.0,1.0,"[[1, 1, 1], []]"
441,شدند اما,شجدنس امها,3.0,2.0,0.0,"[[2, 0], [2]]"
442,شدند اما,شدند ,3.0,2.0,1.0,"[[], [1, 1, 1]]"
443,نشست خبری,نشست خبرکی,1.0,1.0,0.0,"[[], [2]]"
444,نشست خبری,نسشست خبری,1.0,1.0,1.0,"[[2], []]"
445,نشست خبری,نشست خر,2.0,1.0,0.0,"[[], [1, 1]]"
446,نشست خبری,مسست خبری,2.0,1.0,1.0,"[[0, 0], []]"
447,نشست خبری,سپست خبری,2.0,2.0,0.0,"[[0, 0], []]"
448,نشست خبری,تنسست خبری,2.0,2.0,1.0,"[[2, 0], []]"
449,نشست خبری,نشست ر,3.0,1.0,0.0,"[[], [1, 1, 1]]"
450,نشست خبری,نشست بذبی,3.0,1.0,1.0,"[[], [1, 0, 2]]"
451,نشست خبری,شگ خبری,3.0,2.0,0.0,"[[1, 0, 1], []]"
452,نشست خبری,نشست حخی,3.0,2.0,1.0,"[[], [2, 1, 1]]"
453,هر آنچه,یر آنچه,1.0,1.0,0.0,"[[0], []]"
454,هر آنچه,هذ آنچه,1.0,1.0,1.0,"[[0], []]"
455,هر آنچه,هر آنیچث,2.0,1.0,0.0,"[[], [2, 0]]"
456,هر آنچه,عذ آنچه,2.0,1.0,1.0,"[[0, 0], []]"
457,هر آنچه,ج آنچه,2.0,2.0,0.0,"[[1, 0], []]"
458,هر آنچه,هر آتچعه,2.0,2.0,1.0,"[[], [0, 2]]"
459,هر آنچه,خه آچه,3.0,2.0,1.0,"[[2, 1], [1]]"
460,بازار مسکن,بازار مسشکن,1.0,1.0,0.0,"[[], [2]]"
461,بازار مسکن,باضزار مسکن,1.0,1.0,1.0,"[[2], []]"
462,بازار مسکن,بازار هسذکن,2.0,1.0,0.0,"[[], [0, 2]]"
463,بازار مسکن,بزتار مسکن,2.0,1.0,1.0,"[[1, 2], []]"
464,بازار مسکن,بازار مسقک,2.0,2.0,0.0,"[[], [2, 1]]"
465,بازار مسکن,یباار مسکن,2.0,2.0,1.0,"[[2, 1], []]"
466,بازار مسکن,ظزغر مسکن,3.0,1.0,0.0,"[[1, 0, 0], []]"
467,بازار مسکن,بازار کمسگ,3.0,1.0,1.0,"[[], [2, 0, 1]]"
468,بازار مسکن,بهار مفکن,3.0,2.0,0.0,"[[0, 1], [0]]"
469,بازار مسکن,بازار نشسک,3.0,2.0,1.0,"[[], [0, 2, 1]]"
470,آب آشامیدنی,آب آشامیدظی,1.0,1.0,0.0,"[[], [0]]"
471,آب آشامیدنی,تب آشامیدنی,1.0,1.0,1.0,"[[0], []]"
472,آب آشامیدنی,آب آجاخیدنی,2.0,1.0,0.0,"[[], [0, 0]]"
473,آب آشامیدنی,لیب آشامیدنی,2.0,1.0,1.0,"[[0, 2], []]"
474,آب آشامیدنی,آب چآشایدنی,2.0,2.0,0.0,"[[], [2, 1]]"
475,آب آشامیدنی,آل آشمیدنی,2.0,2.0,1.0,"[[0], [1]]"
476,آب آشامیدنی,آحب آشایدفنی,3.0,2.0,0.0,"[[2], [1, 2]]"
477,آب آشامیدنی,ب لشلامیدنی,3.0,2.0,1.0,"[[1], [0, 2]]"
478,هستند یا,هقتند یا,1.0,1.0,0.0,"[[0], []]"
479,هستند یا,هستن یا,1.0,1.0,1.0,"[[1], []]"
480,هستند یا,بسلتند یا,2.0,1.0,0.0,"[[0, 2], []]"
481,هستند یا,هستند ل,2.0,1.0,1.0,"[[], [1, 0]]"
482,هستند یا,ستد یا,2.0,2.0,0.0,"[[1, 1], []]"
483,هستند یا,هستمند ا,2.0,2.0,1.0,"[[2], [1]]"
484,هستند یا,هت یا,3.0,1.0,1.0,"[[1, 1, 1], []]"
485,هستند یا,هستن ,3.0,2.0,0.0,"[[1], [1, 1]]"
486,هستند یا,هستمذد سیا,3.0,2.0,1.0,"[[0, 2], [2]]"
487,حضور دارد,حضور داد,1.0,1.0,0.0,"[[], [1]]"
488,حضور دارد,حضور دار,1.0,1.0,1.0,"[[], [1]]"
489,حضور دارد,حضور دشرغ,2.0,1.0,0.0,"[[], [0, 0]]"
490,حضور دارد,حضور ترد,2.0,1.0,1.0,"[[], [1, 0]]"
491,حضور دارد,حضوطر دآرد,2.0,2.0,0.0,"[[2], [0]]"
492,حضور دارد,حضور دتار,2.0,2.0,1.0,"[[], [2, 1]]"
493,حضور دارد,حضور مدرچرد,3.0,1.0,0.0,"[[], [2, 0, 2]]"
494,حضور دارد,حضور ذر,3.0,1.0,1.0,"[[], [0, 1, 1]]"
495,حضور دارد,حچضو دارحد,3.0,2.0,0.0,"[[2, 1], [2]]"
496,حضور دارد,حضور ذذد,3.0,2.0,1.0,"[[], [0, 1, 0]]"
497,اقشار مختلف,اقشار زمختلف,1.0,1.0,0.0,"[[], [2]]"
498,اقشار مختلف,اقشار ختلف,1.0,1.0,1.0,"[[], [1]]"
499,اقشار مختلف,اقشار قطختلف,2.0,1.0,0.0,"[[], [0, 2]]"
500,اقشار مختلف,اقشار محتلقف,2.0,1.0,1.0,"[[], [0, 2]]"
501,اقشار مختلف,اقشار شمبتلف,2.0,2.0,0.0,"[[], [2, 0]]"
502,اقشار مختلف,اقشار مختبق,2.0,2.0,1.0,"[[], [0, 0]]"
503,اقشار مختلف,هچقشفار مختلف,3.0,1.0,0.0,"[[0, 2, 2], []]"
504,اقشار مختلف,اقشار نمختا,3.0,1.0,1.0,"[[], [2, 0, 1]]"
505,اقشار مختلف,چاکقار مختلف,3.0,2.0,0.0,"[[2, 2, 1], []]"
506,اقشار مختلف,اقشار متبل,3.0,2.0,1.0,"[[], [1, 2, 1]]"
507,چهار ماه,چهر ماه,1.0,1.0,0.0,"[[1], []]"
508,چهار ماه,چهاذ ماه,1.0,1.0,1.0,"[[0], []]"
509,چهار ماه,چهار شمماه,2.0,1.0,0.0,"[[], [2, 2]]"
510,چهار ماه,جهر ماه,2.0,1.0,1.0,"[[0, 1], []]"
511,چهار ماه,شهار ماشه,2.0,2.0,0.0,"[[0], [2]]"
512,چهار ماه,چخار مله,2.0,2.0,1.0,"[[0], [0]]"
513,چهار ماه,زچرهان ماه,3.0,1.0,0.0,"[[2, 2, 0], []]"
514,چهار ماه,جهلذر ماه,3.0,1.0,1.0,"[[0, 0, 2], []]"
515,چهار ماه,یار ما,3.0,2.0,0.0,"[[1, 0], [1]]"
516,چهار ماه,چعتذ ماه,3.0,2.0,1.0,"[[0, 0, 0], []]"
517,جناب آقای,جناب کآقای,1.0,1.0,0.0,"[[], [2]]"
518,جناب آقای,جاب آقای,1.0,1.0,1.0,"[[1], []]"
519,جناب آقای,جناب آق,2.0,1.0,0.0,"[[], [1, 1]]"
520,جناب آقای,حجتناب آقای,2.0,1.0,1.0,"[[2, 2], []]"
521,جناب آقای,ژجپناب آقای,2.0,2.0,0.0,"[[2, 2], []]"
522,جناب آقای,جناب غای,2.0,2.0,1.0,"[[], [1, 0]]"
523,جناب آقای,جناب ضآمقا,3.0,1.0,0.0,"[[], [2, 2, 1]]"
524,جناب آقای,جناب لفی,3.0,1.0,1.0,"[[], [0, 0, 1]]"
525,جناب آقای,عجضناب آقاصی,3.0,2.0,0.0,"[[2, 2], [2]]"
526,جناب آقای,حناب آغقتای,3.0,2.0,1.0,"[[0], [2, 2]]"
527,اقتصادی مجلس,عقتصادی مجلس,1.0,1.0,0.0,"[[0], []]"
528,اقتصادی مجلس,اقتادی مجلس,1.0,1.0,1.0,"[[1], []]"
529,اقتصادی مجلس,اقتصادی مصجس,2.0,1.0,0.0,"[[], [2, 1]]"
530,اقتصادی مجلس,اقتصادی محبلس,2.0,1.0,1.0,"[[], [0, 2]]"
531,اقتصادی مجلس,اقتصادی چمتلس,2.0,2.0,0.0,"[[], [2, 0]]"
532,اقتصادی مجلس,اقتصادی ملشس,2.0,2.0,1.0,"[[], [1, 2]]"
533,اقتصادی مجلس,اقتصادی قمزس,3.0,1.0,0.0,"[[], [2, 1, 0]]"
534,اقتصادی مجلس,اقتصادی کجبلش,3.0,1.0,1.0,"[[], [0, 2, 0]]"
535,اقتصادی مجلس,اقجتصدآی مجلس,3.0,2.0,0.0,"[[2, 1, 2], []]"
536,اقتصادی مجلس,اثتصا مجلس,3.0,2.0,1.0,"[[0, 1, 1], []]"
537,هفته قبل,هفثه قبل,1.0,1.0,0.0,"[[0], []]"
538,هفته قبل,هفته قبا,1.0,1.0,1.0,"[[], [0]]"
539,هفته قبل,هفته کبت,2.0,1.0,0.0,"[[], [0, 0]]"
540,هفته قبل,هفته غقل,2.0,1.0,1.0,"[[], [2, 1]]"
541,هفته قبل,فته قب,2.0,2.0,0.0,"[[1], [1]]"
542,هفته قبل,هقه قبل,2.0,2.0,1.0,"[[0, 1], []]"
543,هفته قبل,هفته حقص,3.0,1.0,0.0,"[[], [2, 0, 1]]"
544,هفته قبل,هفته فقیبآ,3.0,1.0,1.0,"[[], [2, 2, 0]]"
545,هفته قبل,هفته یقتبپ,3.0,2.0,0.0,"[[], [2, 2, 0]]"
546,هفته قبل,هط قبل,3.0,2.0,1.0,"[[1, 0, 1], []]"
547,توجه داشته,توجه داشتزه,1.0,1.0,0.0,"[[], [2]]"
548,توجه داشته,توجه داشتخه,1.0,1.0,1.0,"[[], [2]]"
549,توجه داشته,توجه داشغ,2.0,1.0,0.0,"[[], [1, 0]]"
550,توجه داشته,تدوجخه داشته,2.0,1.0,1.0,"[[2, 2], []]"
551,توجه داشته,توجه داصه,2.0,2.0,0.0,"[[], [0, 1]]"
552,توجه داشته,توجه داتح,2.0,2.0,1.0,"[[], [1, 0]]"
553,توجه داشته,توجه ادگاشتژه,3.0,1.0,0.0,"[[], [2, 2, 2]]"
554,توجه داشته,دج داشته,3.0,1.0,1.0,"[[1, 0, 1], []]"
555,توجه داشته,توجز دطاشزته,3.0,2.0,0.0,"[[0], [2, 2]]"
556,توجه داشته,تدوجه دتاته,3.0,2.0,1.0,"[[2], [2, 1]]"
557,یا خیر,یا چخیر,1.0,1.0,0.0,"[[], [2]]"
558,یا خیر,یا خی,1.0,1.0,1.0,"[[], [1]]"
559,یا خیر,یا فخر,2.0,1.0,0.0,"[[], [2, 1]]"
560,یا خیر,یا سر,2.0,1.0,1.0,"[[], [1, 0]]"
561,یا خیر,م خیر,2.0,2.0,0.0,"[[1, 0], []]"
562,یا خیر,بیل خیر,2.0,2.0,1.0,"[[2, 0], []]"
563,یا خیر,ان اخیر,3.0,2.0,0.0,"[[0, 0], [2]]"
564,یا خیر,بیت هخیر,3.0,2.0,1.0,"[[2, 0], [2]]"
565,خدا ص,خدا ,1.0,1.0,0.0,"[[], [1]]"
566,خدا ص,خدا ض,1.0,1.0,1.0,"[[], [0]]"
567,خدا ص,صخا ص,2.0,1.0,0.0,"[[2, 1], []]"
568,خدا ص,خیت ص,2.0,1.0,1.0,"[[0, 0], []]"
569,خدا ص,خدفا ح,2.0,2.0,0.0,"[[2], [0]]"
570,خدا ص,خذ ص,2.0,2.0,1.0,"[[0, 1], []]"
571,خدا ص,هخذدل ص,3.0,1.0,1.0,"[[2, 2, 0], []]"
572,خدا ص, ص,3.0,2.0,0.0,"[[1, 1, 1], []]"
573,خدا ص,هخیتا ص,3.0,2.0,1.0,"[[2, 0, 2], []]"
574,اصلاح قانون,اصفاح قانون,1.0,1.0,0.0,"[[0], []]"
575,اصلاح قانون,اصلاح قاندن,1.0,1.0,1.0,"[[], [0]]"
576,اصلاح قانون,اصلاح صقنون,2.0,1.0,0.0,"[[], [2, 1]]"
577,اصلاح قانون,اصلاح لنون,2.0,1.0,1.0,"[[], [1, 0]]"
578,اصلاح قانون,اطصساح قانون,2.0,2.0,0.0,"[[2, 0], []]"
579,اصلاح قانون,اثصللح قانون,2.0,2.0,1.0,"[[2, 0], []]"
580,اصلاح قانون,کحچلاح قانون,3.0,1.0,0.0,"[[0, 0, 2], []]"
581,اصلاح قانون,ثلتح قانون,3.0,1.0,1.0,"[[1, 0, 0], []]"
582,اصلاح قانون,اصلاح کنوصن,3.0,2.0,0.0,"[[], [0, 1, 2]]"
583,اصلاح قانون,لاضآاح قانون,3.0,2.0,1.0,"[[2, 0, 0], []]"
584,اعلام کرده‌بود,اعلام کرده‌بپد,1.0,1.0,0.0,"[[], [0]]"
585,اعلام کرده‌بود,اهلام کرده‌بود,1.0,1.0,1.0,"[[0], []]"
586,اعلام کرده‌بود,اعلام ثکرده‌بنود,2.0,1.0,0.0,"[[], [2, 2]]"
587,اعلام کرده‌بود,اعلام کردح‌بدد,2.0,1.0,1.0,"[[], [0, 0]]"
588,اعلام کرده‌بود,اعلام کراده‌گود,2.0,2.0,0.0,"[[], [2, 0]]"
589,اعلام کرده‌بود,اعلام کرد‌بوی,2.0,2.0,1.0,"[[], [1, 0]]"
590,اعلام کرده‌بود,اعلام اکده‌بحود,3.0,1.0,0.0,"[[], [2, 1, 2]]"
591,اعلام کرده‌بود,اعلام رذده‌بوذ,3.0,1.0,1.0,"[[], [1, 2, 0]]"
592,اعلام کرده‌بود,اعلام کچردکه‌طبود,3.0,2.0,0.0,"[[], [2, 2, 2]]"
593,اعلام کرده‌بود,اعلام مکردخه‌بوذد,3.0,2.0,1.0,"[[], [2, 2, 2]]"
594,برگزار خواهد,بترگزار خواهد,1.0,1.0,0.0,"[[2], []]"
595,برگزار خواهد,برگزار خواهی,1.0,1.0,1.0,"[[], [0]]"
596,برگزار خواهد,رگار خواهد,2.0,1.0,0.0,"[[1, 1], []]"
597,برگزار خواهد,برگزار هواهذ,2.0,1.0,1.0,"[[], [0, 0]]"
598,برگزار خواهد,برگزار واه,2.0,2.0,0.0,"[[], [1, 1]]"
599,برگزار خواهد,برگزز خواهد,2.0,2.0,1.0,"[[1, 0], []]"
600,برگزار خواهد,مبرگوحر خواهد,3.0,1.0,0.0,"[[2, 0, 0], []]"
601,برگزار خواهد,برگزار خدوتعهد,3.0,1.0,1.0,"[[], [2, 0, 2]]"
602,برگزار خواهد,ظرگزار وذاهد,3.0,2.0,0.0,"[[0], [1, 2]]"
603,برگزار خواهد,برگضر خواحهد,3.0,2.0,1.0,"[[0, 1], [2]]"
604,مواجه شدند,مواجه شلدند,1.0,1.0,0.0,"[[], [2]]"
605,مواجه شدند,مواچجه شدند,1.0,1.0,1.0,"[[2], []]"
606,مواجه شدند,مماه شدند,2.0,1.0,0.0,"[[0, 1], []]"
607,مواجه شدند,مولاج شدند,2.0,1.0,1.0,"[[2, 1], []]"
608,مواجه شدند,مواجه هژند,2.0,2.0,0.0,"[[], [0, 0]]"
609,مواجه شدند,موج شدند,2.0,2.0,1.0,"[[1, 1], []]"
610,مواجه شدند,چوامج شدند,3.0,1.0,0.0,"[[0, 2, 1], []]"
611,مواجه شدند,موتاحع شدند,3.0,1.0,1.0,"[[2, 0, 0], []]"
612,مواجه شدند,مبطه شدند,3.0,2.0,0.0,"[[0, 1, 0], []]"
613,مواجه شدند,مداخ شدند,3.0,2.0,1.0,"[[0, 1, 0], []]"
614,بار دیگر,بر دیگر,1.0,1.0,0.0,"[[1], []]"
615,بار دیگر,بار دیگذ,1.0,1.0,1.0,"[[], [0]]"
616,بار دیگر,بار گر,2.0,1.0,0.0,"[[], [1, 1]]"
617,بار دیگر,بار ییر,2.0,1.0,1.0,"[[], [0, 1]]"
618,بار دیگر,بار دی,2.0,2.0,0.0,"[[], [1, 1]]"
619,بار دیگر,لبار دسگر,2.0,2.0,1.0,"[[2], [0]]"
620,بار دیگر,تبگاطر دیگر,3.0,1.0,0.0,"[[2, 2, 2], []]"
621,بار دیگر,آبیاط دیگر,3.0,2.0,0.0,"[[2, 2, 0], []]"
622,بار دیگر,بازر ذیکگر,3.0,2.0,1.0,"[[2], [0, 2]]"
623,هر نفر,هر نفظ,1.0,1.0,0.0,"[[], [0]]"
624,هر نفر,هر نغفر,1.0,1.0,1.0,"[[], [2]]"
625,هر نفر,هر فچ,2.0,1.0,0.0,"[[], [1, 0]]"
626,هر نفر,خه نفر,2.0,1.0,1.0,"[[2, 1], []]"
627,هر نفر,ک نفر,2.0,2.0,0.0,"[[1, 0], []]"
628,هر نفر,هر نقف,2.0,2.0,1.0,"[[], [2, 1]]"
629,هر نفر,خه تنفر,3.0,2.0,1.0,"[[2, 1], [2]]"
630,جریان‌های سیاسی,جریان‌کهای سیاسی,1.0,1.0,0.0,"[[2], []]"
631,جریان‌های سیاسی,جریان‌های یاسی,1.0,1.0,1.0,"[[], [1]]"
632,جریان‌های سیاسی,جریان‌های فسیای,2.0,1.0,0.0,"[[], [2, 1]]"
633,جریان‌های سیاسی,جریان‌های سیتاس,2.0,1.0,1.0,"[[], [2, 1]]"
634,جریان‌های سیاسی,جریان‌های اسی,2.0,2.0,0.0,"[[], [1, 1]]"
635,جریان‌های سیاسی,جیان‌هاب سیاسی,2.0,2.0,1.0,"[[1, 0], []]"
636,جریان‌های سیاسی,جآرافن‌های سیاسی,3.0,1.0,0.0,"[[2, 1, 2], []]"
637,جریان‌های سیاسی,جربلان‌ها سیاسی,3.0,1.0,1.0,"[[0, 2, 1], []]"
638,جریان‌های سیاسی,جریان‌هاد صیابسی,3.0,2.0,0.0,"[[0], [0, 2]]"
639,جریان‌های سیاسی,جریان‌های شسبیایی,3.0,2.0,1.0,"[[], [2, 2, 0]]"
