,correct word,misspelled word,total edit distance,number of words with error,close change,changes,none word
459,آیت‌الله خامنه‌ای تاکید کردند,آیش‌الله خامنه‌ای تاکیلد کردند,2.0,2.0,0.0,"[[0], [], [2], []]",True
460,آیت‌الله خامنه‌ای تاکید کردند,آیت‌الله خلامنه‌ای تاکید گکردند,2.0,2.0,1.0,"[[], [2], [], [2]]",True
461,آیت‌الله خامنه‌ای تاکید کردند,آیت‌الله امنه‌بچ تاکید کردند,3.0,1.0,0.0,"[[], [1, 0, 0], [], []]",True
462,آیت‌الله خامنه‌ای تاکید کردند,آیت‌الله خامنه‌ای آتاکبی کردند,3.0,1.0,1.0,"[[], [], [2, 2, 1], []]",True
463,آیت‌الله خامنه‌ای تاکید کردند,آیت‌الله خامن‌ای تاکغ کردند,3.0,2.0,0.0,"[[], [1], [0, 1], []]",True
464,آیت‌الله خامنه‌ای تاکید کردند,لآیت‌الله خانمه‌ای تاکید کردند,3.0,2.0,1.0,"[[2], [0, 0], [], []]",True
465,ستاد هماهنگی اقتصادی دولت,ستاد هماهنگی اقتصاغی دولت,1.0,1.0,0.0,"[[], [], [0], []]",True
466,ستاد هماهنگی اقتصادی دولت,ستتاد هماهنگی اقتصادی دولت,1.0,1.0,1.0,"[[2], [], [], []]",True
467,ستاد هماهنگی اقتصادی دولت,ستاد هماهنگی اقتصادی دور,2.0,1.0,0.0,"[[], [], [], [1, 0]]",False
468,ستاد هماهنگی اقتصادی دولت,ستاد هماهنگی اقتصتیی دولت,2.0,1.0,1.0,"[[], [], [0, 0], []]",True
469,ستاد هماهنگی اقتصادی دولت,آتاد هماهژنگی اقتصادی دولت,2.0,2.0,0.0,"[[0], [2], [], []]",True
470,ستاد هماهنگی اقتصادی دولت,ستاد ماهنگی اقتصادی یولت,2.0,2.0,1.0,"[[], [1], [], [0]]",True
471,ستاد هماهنگی اقتصادی دولت,ستاد هماهنگی زاقتصالعی دولت,3.0,1.0,0.0,"[[], [], [2, 0, 2], []]",True
472,ستاد هماهنگی اقتصادی دولت,ستاد هملاهنکگبی اقتصادی دولت,3.0,1.0,1.0,"[[], [2, 2, 2], [], []]",True
473,ستاد هماهنگی اقتصادی دولت,ساد هصماهنگا اقتصادی دولت,3.0,2.0,0.0,"[[1], [2, 0], [], []]",True
474,ستاد هماهنگی اقتصادی دولت,ستاد هماعنگی اقتصایدب دولت,3.0,2.0,1.0,"[[], [0], [2, 0], []]",True
475,میلیارد تومان کسری بودجه,میلیارد تومان غسری بودجه,1.0,1.0,0.0,"[[], [], [0], []]",True
476,میلیارد تومان کسری بودجه,میلیارد تومان کسری ودجه,1.0,1.0,1.0,"[[], [], [], [1]]",True
477,میلیارد تومان کسری بودجه,مییارظد تومان کسری بودجه,2.0,1.0,0.0,"[[1, 2], [], [], []]",True
478,میلیارد تومان کسری بودجه,میلیارد تدما کسری بودجه,2.0,1.0,1.0,"[[], [0, 1], [], []]",True
479,میلیارد تومان کسری بودجه,ملیارد تومان کسر بودجه,2.0,2.0,0.0,"[[1], [], [1], []]",False
480,میلیارد تومان کسری بودجه,کمیلیارد تومان کسری بوده,2.0,2.0,1.0,"[[2], [], [], [1]]",True
481,میلیارد تومان کسری بودجه,میلیارد ظان کسری بودجه,3.0,1.0,0.0,"[[], [0, 1, 1], [], []]",True
482,میلیارد تومان کسری بودجه,میلیارد نوم کسری بودجه,3.0,1.0,1.0,"[[], [0, 1, 1], [], []]",False
483,میلیارد تومان کسری بودجه,میلیارد تومان کسسری بجه,3.0,2.0,0.0,"[[], [], [2], [1, 1]]",True
484,میلیارد تومان کسری بودجه,نمیلبارد تومان کسرب بودجه,3.0,2.0,1.0,"[[2, 0], [], [0], []]",True
485,معظم انقلاب اسلامی صبح,معظم انقلاب اسلامی صب,1.0,1.0,0.0,"[[], [], [], [1]]",False
486,معظم انقلاب اسلامی صبح,معظم اتنقلاب اسلامی صبح,1.0,1.0,1.0,"[[], [2], [], []]",True
487,معظم انقلاب اسلامی صبح,معظم انقلاب اصلفامی صبح,2.0,1.0,0.0,"[[], [], [0, 2], []]",True
488,معظم انقلاب اسلامی صبح,معظم انقاللب اسلامی صبح,2.0,1.0,1.0,"[[], [2, 0], [], []]",True
489,معظم انقلاب اسلامی صبح,مظم انقلاب سلامی صبح,2.0,2.0,0.0,"[[1], [], [1], []]",False
490,معظم انقلاب اسلامی صبح,عظم انقلاب اسلانمی صبح,2.0,2.0,1.0,"[[1], [], [2], []]",True
491,معظم انقلاب اسلامی صبح,انعظ انقلاب اسلامی صبح,3.0,1.0,0.0,"[[0, 2, 1], [], [], []]",True
492,معظم انقلاب اسلامی صبح,نمهزم انقلاب اسلامی صبح,3.0,1.0,1.0,"[[2, 0, 0], [], [], []]",True
493,معظم انقلاب اسلامی صبح,معظم انلا اسلامی صزبح,3.0,2.0,0.0,"[[], [1, 1], [], [2]]",True
494,معظم انقلاب اسلامی صبح,نعظم انقلاب سلتمی صبح,3.0,2.0,1.0,"[[0], [], [1, 0], []]",True
495,قرارگاه عملیاتی ستاد ملی,قرارگاه عملیاتوی ستاد ملی,1.0,1.0,0.0,"[[], [2], [], []]",True
496,قرارگاه عملیاتی ستاد ملی,قرارگاه عملیاتی ستاد مآی,1.0,1.0,1.0,"[[], [], [], [0]]",True
497,قرارگاه عملیاتی ستاد ملی,قرارخظاه عملیاتی ستاد ملی,2.0,1.0,0.0,"[[0, 2], [], [], []]",True
498,قرارگاه عملیاتی ستاد ملی,قرارگاه هملیتی ستاد ملی,2.0,1.0,1.0,"[[], [0, 1], [], []]",True
499,قرارگاه عملیاتی ستاد ملی,قراراه عملایاتی ستاد ملی,2.0,2.0,0.0,"[[1], [2], [], []]",True
500,قرارگاه عملیاتی ستاد ملی,قزارگاه عملیاتی ساد ملی,2.0,2.0,1.0,"[[0], [], [1], []]",True
501,قرارگاه عملیاتی ستاد ملی,قرارگاه عملطاج ستاد ملی,3.0,1.0,0.0,"[[], [0, 0, 1], [], []]",True
502,قرارگاه عملیاتی ستاد ملی,قرارگاه عملیاتی ستاد ن,3.0,1.0,1.0,"[[], [], [], [0, 1, 1]]",False
503,قرارگاه عملیاتی ستاد ملی,قرارگاه عملیاتی سته مل,3.0,2.0,0.0,"[[], [], [0, 1], [1]]",False
504,قرارگاه عملیاتی ستاد ملی,قرترگا عملیتتی ستاد ملی,3.0,2.0,1.0,"[[0, 1], [0], [], []]",True
505,آیین‌نامه داخلی مجلس شورای,آیین‌نامه داخلی مجلس شوعرای,1.0,1.0,0.0,"[[], [], [], [2]]",True
506,آیین‌نامه داخلی مجلس شورای,آیین‌نامه دالی مجلس شورای,1.0,1.0,1.0,"[[], [1], [], []]",False
507,آیین‌نامه داخلی مجلس شورای,آیین‌نامه دمخی مجلس شورای,2.0,1.0,0.0,"[[], [0, 1], [], []]",True
508,آیین‌نامه داخلی مجلس شورای,تآیین‌نامخ داخلی مجلس شورای,2.0,1.0,1.0,"[[2, 0], [], [], []]",True
509,آیین‌نامه داخلی مجلس شورای,آیین‌نامه داخلی مجلف شورشی,2.0,2.0,0.0,"[[], [], [0], [0]]",True
510,آیین‌نامه داخلی مجلس شورای,آیین‌نامه داخلی جلس شوای,2.0,2.0,1.0,"[[], [], [1], [1]]",False
511,آیین‌نامه داخلی مجلس شورای,آیین‌نامه داخلی دمج شورای,3.0,1.0,0.0,"[[], [], [2, 1, 1], []]",True
512,آیین‌نامه داخلی مجلس شورای,آیین‌نامه داخلی مجلس ورلا,3.0,1.0,1.0,"[[], [], [], [1, 2, 1]]",True
513,آیین‌نامه داخلی مجلس شورای,آیین‌نامه داتخلی مجلس شوظراعی,3.0,2.0,0.0,"[[], [2], [], [2, 2]]",True
514,آیین‌نامه داخلی مجلس شورای,آیبن‌تامه داخلی مچجلس شورای,3.0,2.0,1.0,"[[0, 0], [], [2], []]",True
515,علی شمخانی دبیر شورای,علی مخانی دبیر شورای,1.0,1.0,0.0,"[[], [1], [], []]",True
516,علی شمخانی دبیر شورای,غعلی شمخانی دبیر شورای,1.0,1.0,1.0,"[[2], [], [], []]",True
517,علی شمخانی دبیر شورای,علی شمخانی دبیر شرا,2.0,1.0,0.0,"[[], [], [], [1, 1]]",False
518,علی شمخانی دبیر شورای,علی شمخانی دبیر شوذتی,2.0,1.0,1.0,"[[], [], [], [0, 0]]",True
519,علی شمخانی دبیر شورای,علی شمخآانی دبیر شورا,2.0,2.0,0.0,"[[], [2], [], [1]]",True
520,علی شمخانی دبیر شورای,علی شمخانی دبر شورا,2.0,2.0,1.0,"[[], [], [1], [1]]",False
521,علی شمخانی دبیر شورای,علی شمخانی گبصی شورای,3.0,1.0,0.0,"[[], [], [0, 2, 1], []]",True
522,علی شمخانی دبیر شورای,علی شمخانی ذر شورای,3.0,1.0,1.0,"[[], [], [0, 1, 1], []]",False
523,علی شمخانی دبیر شورای,علی شهخانی ندبیدر شورای,3.0,2.0,0.0,"[[], [0], [2, 2], []]",True
524,علی شمخانی دبیر شورای,علی شمختان دبسیر شورای,3.0,2.0,1.0,"[[], [2, 1], [2], []]",True
525,نیروی هوافضای سپاه پاسداران,نیرو هوافضای سپاه پاسداران,1.0,1.0,0.0,"[[1], [], [], []]",False
526,نیروی هوافضای سپاه پاسداران,نیروی هوافضای سپاه چاسداران,1.0,1.0,1.0,"[[], [], [], [0]]",True
527,نیروی هوافضای سپاه پاسداران,نیروی هوافضای دپظه پاسداران,2.0,1.0,0.0,"[[], [], [0, 0], []]",True
528,نیروی هوافضای سپاه پاسداران,نوی هوافضای سپاه پاسداران,2.0,1.0,1.0,"[[1, 1], [], [], []]",False
529,نیروی هوافضای سپاه پاسداران,یروی هوافضای سپاه پاسساران,2.0,2.0,0.0,"[[1], [], [], [0]]",True
530,نیروی هوافضای سپاه پاسداران,نیروی هوافضی سپاه پاسذاران,2.0,2.0,1.0,"[[], [1], [], [0]]",True
531,نیروی هوافضای سپاه پاسداران,نذثی هوافضای سپاه پاسداران,3.0,1.0,0.0,"[[0, 0, 1], [], [], []]",True
532,نیروی هوافضای سپاه پاسداران,نیروی هوافضای سپاه پاشدترن,3.0,1.0,1.0,"[[], [], [], [0, 0, 1]]",True
533,نیروی هوافضای سپاه پاسداران,نثرسوی هوافضای سپاذه پاسداران,3.0,2.0,0.0,"[[0, 2], [], [2], []]",True
534,نیروی هوافضای سپاه پاسداران,نیروی هوافضای سچپا پسداران,3.0,2.0,1.0,"[[], [], [2, 1], [1]]",True
535,مرجع قضایی معرفی شدند,مرجع قضایظ معرفی شدند,1.0,1.0,0.0,"[[], [0], [], []]",True
536,مرجع قضایی معرفی شدند,مرجع قضایی معرفی سدند,1.0,1.0,1.0,"[[], [], [], [0]]",True
537,مرجع قضایی معرفی شدند,مرجع قضایی مدعرچفی شدند,2.0,1.0,0.0,"[[], [], [2, 2], []]",True
538,مرجع قضایی معرفی شدند,مرجع قضایی معرقبی شدند,2.0,1.0,1.0,"[[], [], [0, 2], []]",True
539,مرجع قضایی معرفی شدند,رجع قضایی معرفی شدد,2.0,2.0,0.0,"[[1], [], [], [1]]",True
540,مرجع قضایی معرفی شدند,مرجع قضابیی معرفی شدمند,2.0,2.0,1.0,"[[], [2], [], [2]]",True
541,مرجع قضایی معرفی شدند,معرف قضایی معرفی شدند,3.0,1.0,0.0,"[[2, 0, 1], [], [], []]",False
542,مرجع قضایی معرفی شدند,مرجع قضایی مر شدند,3.0,1.0,1.0,"[[], [], [1, 1, 1], []]",False
543,مرجع قضایی معرفی شدند,مرجع ضایی معرفی دنرد,3.0,2.0,0.0,"[[], [1], [], [1, 2]]",True
544,مرجع قضایی معرفی شدند,جع قضایی معرغفی شدند,3.0,2.0,1.0,"[[1, 1], [], [2], []]",True
545,به‌دلیل شیوع ویروس کرونا,به‌دلیل شیع ویروس کرونا,1.0,1.0,0.0,"[[], [1], [], []]",False
546,به‌دلیل شیوع ویروس کرونا,به‌دلیل شسیوع ویروس کرونا,1.0,1.0,1.0,"[[], [2], [], []]",True
547,به‌دلیل شیوع ویروس کرونا,به‌دلیل شیوع یروظ کرونا,2.0,1.0,0.0,"[[], [], [1, 0], []]",True
548,به‌دلیل شیوع ویروس کرونا,له‌دایل شیوع ویروس کرونا,2.0,1.0,1.0,"[[0, 0], [], [], []]",True
549,به‌دلیل شیوع ویروس کرونا,به‌دلیل بشیوع ویروس کونا,2.0,2.0,0.0,"[[], [2], [], [1]]",True
550,به‌دلیل شیوع ویروس کرونا,بع‌دلیل شیوع ویروس کونا,2.0,2.0,1.0,"[[0], [], [], [1]]",True
551,به‌دلیل شیوع ویروس کرونا,به‌دلیل شیوع ویروس جکرثونم,3.0,1.0,0.0,"[[], [], [], [2, 2, 0]]",True
552,به‌دلیل شیوع ویروس کرونا,ه‌دلبیآ شیوع ویروس کرونا,3.0,1.0,1.0,"[[1, 2, 0], [], [], []]",True
553,به‌دلیل شیوع ویروس کرونا,به‌دلیل شوع وایدروس کرونا,3.0,2.0,0.0,"[[], [1], [2, 2], []]",True
554,به‌دلیل شیوع ویروس کرونا,به‌دلیل شیدع ویروس کرما,3.0,2.0,1.0,"[[], [0], [], [1, 0]]",True
555,کسری بودجه هزار میلیارد,کسری بودجه هزاچر میلیارد,1.0,1.0,0.0,"[[], [], [2], []]",True
556,کسری بودجه هزار میلیارد,کسری بودحه هزار میلیارد,1.0,1.0,1.0,"[[], [0], [], []]",False
557,کسری بودجه هزار میلیارد,کسری ثبوآجه هزار میلیارد,2.0,1.0,0.0,"[[], [2, 0], [], []]",True
558,کسری بودجه هزار میلیارد,کسری بودجه عهضار میلیارد,2.0,1.0,1.0,"[[], [], [2, 0], []]",True
559,کسری بودجه هزار میلیارد,کسآی بودجه ههزار میلیارد,2.0,2.0,0.0,"[[0], [], [2], []]",True
560,کسری بودجه هزار میلیارد,سری بودجه عهزار میلیارد,2.0,2.0,1.0,"[[1], [], [2], []]",True
561,کسری بودجه هزار میلیارد,عگی بودجه هزار میلیارد,3.0,1.0,0.0,"[[1, 0, 0], [], [], []]",True
562,کسری بودجه هزار میلیارد,کسری یوذدچه هزار میلیارد,3.0,1.0,1.0,"[[], [0, 2, 0], [], []]",True
563,کسری بودجه هزار میلیارد,شسی بودجه هار میلیارد,3.0,2.0,0.0,"[[0, 1], [], [1], []]",True
564,کسری بودجه هزار میلیارد,کسری بودجه خهزار نبیلیارد,3.0,2.0,1.0,"[[], [], [2], [0, 2]]",True
565,براساس اعلام وزارت بهداشت,براساس اعلاسم وزارت بهداشت,1.0,1.0,0.0,"[[], [2], [], []]",True
566,براساس اعلام وزارت بهداشت,برلاساس اعلام وزارت بهداشت,1.0,1.0,1.0,"[[2], [], [], []]",True
567,براساس اعلام وزارت بهداشت,براساس اعلام وزارت بهداقش,2.0,1.0,0.0,"[[], [], [], [2, 1]]",True
568,براساس اعلام وزارت بهداشت,براساس علم وزارت بهداشت,2.0,1.0,1.0,"[[], [1, 1], [], []]",False
569,براساس اعلام وزارت بهداشت,براسس اعلام وزار بهداشت,2.0,2.0,0.0,"[[1], [], [1], []]",True
570,براساس اعلام وزارت بهداشت,براساس علام دزارت بهداشت,2.0,2.0,1.0,"[[], [1], [0], []]",True
571,براساس اعلام وزارت بهداشت,براساس اعلام ارغ بهداشت,3.0,1.0,0.0,"[[], [], [1, 1, 0], []]",True
572,براساس اعلام وزارت بهداشت,براساس اعلام وزارت بخهذشت,3.0,1.0,1.0,"[[], [], [], [2, 0, 1]]",True
573,براساس اعلام وزارت بهداشت,براساس راعخلام وزار بهداشت,3.0,2.0,0.0,"[[], [2, 2], [1], []]",True
574,براساس اعلام وزارت بهداشت,بزاسای اعلام زارت بهداشت,3.0,2.0,1.0,"[[0, 0], [], [1], []]",True
575,معاون بهداشت وزارت بهداشت,معاون بهداشت وزارت بهکداشت,1.0,1.0,0.0,"[[], [], [], [2]]",True
576,معاون بهداشت وزارت بهداشت,معاون بهداشت وزلارت بهداشت,1.0,1.0,1.0,"[[], [], [2], []]",True
577,معاون بهداشت وزارت بهداشت,مععوفن بهداشت وزارت بهداشت,2.0,1.0,0.0,"[[0, 2], [], [], []]",True
578,معاون بهداشت وزارت بهداشت,معاون بهداشت وزارت بهدلشآت,2.0,1.0,1.0,"[[], [], [], [0, 2]]",True
579,معاون بهداشت وزارت بهداشت,معاون ژهداشت وزاژت بهداشت,2.0,2.0,0.0,"[[], [0], [0], []]",True
580,معاون بهداشت وزارت بهداشت,معلاون بهداشت زارت بهداشت,2.0,2.0,1.0,"[[2], [], [1], []]",True
581,معاون بهداشت وزارت بهداشت,معاون داشو وزارت بهداشت,3.0,1.0,0.0,"[[], [1, 1, 0], [], []]",True
582,معاون بهداشت وزارت بهداشت,معاون بحهذاسشت وزارت بهداشت,3.0,1.0,1.0,"[[], [2, 0, 2], [], []]",True
583,معاون بهداشت وزارت بهداشت,معافذ بهدناشت وزارت بهداشت,3.0,2.0,0.0,"[[0, 0], [2], [], []]",True
584,معاون بهداشت وزارت بهداشت,معلادن هداشت وزارت بهداشت,3.0,2.0,1.0,"[[2, 0], [1], [], []]",True
585,مایک پمپیو وزیر امور,مایک پمپیژو وزیر امور,1.0,1.0,0.0,"[[], [2], [], []]",True
586,مایک پمپیو وزیر امور,کایک پمپیو وزیر امور,1.0,1.0,1.0,"[[0], [], [], []]",False
587,مایک پمپیو وزیر امور,مایک پمپیو وزیر قامژور,2.0,1.0,0.0,"[[], [], [], [2, 2]]",True
588,مایک پمپیو وزیر امور,مایک پمپیو ورزبر امور,2.0,1.0,1.0,"[[], [], [2, 0], []]",True
589,مایک پمپیو وزیر امور,ماژک پمپیو وزیر اور,2.0,2.0,0.0,"[[0], [], [], [1]]",True
590,مایک پمپیو وزیر امور,مایم پمپیو وزیذ امور,2.0,2.0,1.0,"[[0], [], [0], []]",True
591,مایک پمپیو وزیر امور,مایک پمپیو پویزر امور,3.0,1.0,0.0,"[[], [], [2, 2, 1], []]",True
592,مایک پمپیو وزیر امور,مایک پمپیو دوطسیر امور,3.0,1.0,1.0,"[[], [], [2, 0, 2], []]",True
593,مایک پمپیو وزیر امور,مایک پمظیو وگزژر امور,3.0,2.0,0.0,"[[], [0], [2, 0], []]",True
594,مایک پمپیو وزیر امور,ملایگ پمپیو زیر امور,3.0,2.0,1.0,"[[2, 0], [], [1], []]",True
595,تحت فشار قرار دادن,تحت فشار قبار دادن,1.0,1.0,0.0,"[[], [], [0], []]",True
596,تحت فشار قرار دادن,تحت فشار قرار ذادن,1.0,1.0,1.0,"[[], [], [], [0]]",True
597,تحت فشار قرار دادن,تحت فشار قافر دادن,2.0,1.0,0.0,"[[], [], [1, 2], []]",True
598,تحت فشار قرار دادن,حط فشار قرار دادن,2.0,1.0,1.0,"[[1, 0], [], [], []]",False
599,تحت فشار قرار دادن,تژت فشار قرار دالن,2.0,2.0,0.0,"[[0], [], [], [0]]",True
600,تحت فشار قرار دادن,تحت فشار قزرار دلادن,2.0,2.0,1.0,"[[], [], [2], [2]]",True
601,تحت فشار قرار دادن,دثحغ فشار قرار دادن,3.0,1.0,0.0,"[[0, 2, 0], [], [], []]",True
602,تحت فشار قرار دادن,آ فشار قرار دادن,3.0,1.0,1.0,"[[0, 1, 1], [], [], []]",False
603,تحت فشار قرار دادن,حت جفششار قرار دادن,3.0,2.0,0.0,"[[1], [2, 2], [], []]",True
604,تحت فشار قرار دادن,تح فشلز قرار دادن,3.0,2.0,1.0,"[[1], [0, 0], [], []]",True
605,بیمارستان‌ها تحت مراقبت قرار,بیمارستان‌یا تحت مراقبت قرار,1.0,1.0,0.0,"[[0], [], [], []]",True
606,بیمارستان‌ها تحت مراقبت قرار,بیمارستان‌ها تحت مراقبت قزار,1.0,1.0,1.0,"[[], [], [], [0]]",True
607,بیمارستان‌ها تحت مراقبت قرار,بیمارستان‌ها بتفت مراقبت قرار,2.0,1.0,0.0,"[[], [2, 0], [], []]",True
608,بیمارستان‌ها تحت مراقبت قرار,یببیمارستان‌ها تحت مراقبت قرار,2.0,1.0,1.0,"[[2, 2], [], [], []]",True
609,بیمارستان‌ها تحت مراقبت قرار,بیمارسثان‌ها تحت مراقبت قراث,2.0,2.0,0.0,"[[0], [], [], [0]]",True
610,بیمارستان‌ها تحت مراقبت قرار,بیمارستتان‌ها تت مراقبت قرار,2.0,2.0,1.0,"[[2], [1], [], []]",True
611,بیمارستان‌ها تحت مراقبت قرار,بیمارستان‌ها تحت ماب قرار,3.0,1.0,0.0,"[[], [], [1, 1, 1], []]",False
612,بیمارستان‌ها تحت مراقبت قرار,بیمارستان‌ها تحت مزرتاقبط قرار,3.0,1.0,1.0,"[[], [], [2, 2, 0], []]",True
613,بیمارستان‌ها تحت مراقبت قرار,بیمارستان‌ها تحت هراقنت گرار,3.0,2.0,0.0,"[[], [], [0, 0], [0]]",True
614,بیمارستان‌ها تحت مراقبت قرار,بمارستاتن‌ها تجحت مراقبت قرار,3.0,2.0,1.0,"[[1, 2], [2], [], []]",True
615,شیخ مجتبی تهرانی ره,شیخ مجتبی تهرنی ره,1.0,1.0,0.0,"[[], [], [1], []]",True
616,شیخ مجتبی تهرانی ره,شیخ مجتیبی تهرانی ره,1.0,1.0,1.0,"[[], [2], [], []]",True
617,شیخ مجتبی تهرانی ره,ی مجتبی تهرانی ره,2.0,1.0,0.0,"[[1, 1], [], [], []]",False
618,شیخ مجتبی تهرانی ره,یح مجتبی تهرانی ره,2.0,1.0,1.0,"[[1, 0], [], [], []]",False
619,شیخ مجتبی تهرانی ره,شیخ مجبی تهانی ره,2.0,2.0,0.0,"[[], [1], [1], []]",True
620,شیخ مجتبی تهرانی ره,شیخ متبی تهرانسی ره,2.0,2.0,1.0,"[[], [1], [2], []]",True
621,شیخ مجتبی تهرانی ره,شیخ چجب تهرانی ره,3.0,1.0,0.0,"[[], [0, 1, 1], [], []]",True
622,شیخ مجتبی تهرانی ره,شیخ مجتبی طتهرلای ره,3.0,1.0,1.0,"[[], [], [2, 2, 1], []]",True
623,شیخ مجتبی تهرانی ره,یغخ جتبی تهرانی ره,3.0,2.0,0.0,"[[1, 2], [1], [], []]",True
624,شیخ مجتبی تهرانی ره,شیخ مجتبس نهراتی ره,3.0,2.0,1.0,"[[], [0], [0, 0], []]",True
625,باشگاه خبرنگاران جوان درباره,باشگحاه خبرنگاران جوان درباره,1.0,1.0,0.0,"[[2], [], [], []]",True
626,باشگاه خبرنگاران جوان درباره,باشگاه خبرنگاران جوان دربتاره,1.0,1.0,1.0,"[[], [], [], [2]]",True
627,باشگاه خبرنگاران جوان درباره,باشگاه خبرنگاران وا درباره,2.0,1.0,0.0,"[[], [], [1, 1], []]",False
628,باشگاه خبرنگاران جوان درباره,یباشگه خبرنگاران جوان درباره,2.0,1.0,1.0,"[[2, 1], [], [], []]",True
629,باشگاه خبرنگاران جوان درباره,باشگام خبرنگاران جون درباره,2.0,2.0,0.0,"[[0], [], [1], []]",True
630,باشگاه خبرنگاران جوان درباره,بشگاه خبرنگاران جوان دربارحه,2.0,2.0,1.0,"[[1], [], [], [2]]",True
631,باشگاه خبرنگاران جوان درباره,باشگاه خبرنگاران جوان دعبژرکه,3.0,1.0,0.0,"[[], [], [], [0, 0, 2]]",True
632,باشگاه خبرنگاران جوان درباره,باشگاه خبرنگاران جوان بارح,3.0,1.0,1.0,"[[], [], [], [1, 1, 0]]",True
633,باشگاه خبرنگاران جوان درباره,باشگاه اخبرنگاراآ جوان درباثره,3.0,2.0,0.0,"[[], [2, 0], [], [2]]",True
634,باشگاه خبرنگاران جوان درباره,باشگاه خبرنکاران چجولان درباره,3.0,2.0,1.0,"[[], [0], [2, 2], []]",True
635,جبهه‌های نبرد حق علیه,جبهه‌های نبرد حق عدلیه,1.0,1.0,0.0,"[[], [], [], [2]]",False
636,جبهه‌های نبرد حق علیه,جبهه‌های نبری حق علیه,1.0,1.0,1.0,"[[], [0], [], []]",False
637,جبهه‌های نبرد حق علیه,جبهه‌های نبرد صحز علیه,2.0,1.0,0.0,"[[], [], [2, 0], []]",True
638,جبهه‌های نبرد حق علیه,جبهه‌های نبزید حق علیه,2.0,1.0,1.0,"[[], [0, 2], [], []]",True
639,جبهه‌های نبرد حق علیه,جبهه‌های نبرد اق لیه,2.0,2.0,0.0,"[[], [], [0], [1]]",True
640,جبهه‌های نبرد حق علیه,جبهه‌های نبرد هحق عله,2.0,2.0,1.0,"[[], [], [2], [1]]",True
641,جبهه‌های نبرد حق علیه,جبهه‌های ورظ حق علیه,3.0,1.0,0.0,"[[], [0, 1, 0], [], []]",True
642,جبهه‌های نبرد حق علیه,جبهه‌های تیبذد حق علیه,3.0,1.0,1.0,"[[], [0, 2, 0], [], []]",True
643,جبهه‌های نبرد حق علیه,جبهه‌های نبقد حق سلخیه,3.0,2.0,0.0,"[[], [0], [], [0, 2]]",True
644,جبهه‌های نبرد حق علیه,جبهح‌هلای نبرد حق علی,3.0,2.0,1.0,"[[0, 2], [], [], [1]]",True
645,سال گذشته درصد رشد,سگل گذشته درصد رشد,1.0,1.0,0.0,"[[0], [], [], []]",False
646,سال گذشته درصد رشد,سال گذشته درصد رشذد,1.0,1.0,1.0,"[[], [], [], [2]]",True
647,سال گذشته درصد رشد,سال گذشته صرحصد رشد,2.0,1.0,0.0,"[[], [], [0, 2], []]",True
648,سال گذشته درصد رشد,سال گذشته درصد د,2.0,1.0,1.0,"[[], [], [], [1, 1]]",False
649,سال گذشته درصد رشد,سال گذشت درصد رخد,2.0,2.0,0.0,"[[], [1], [], [0]]",True
650,سال گذشته درصد رشد,ال گذشته درصد رد,2.0,2.0,1.0,"[[1], [], [], [1]]",False
651,سال گذشته درصد رشد,سال پگذشک درصد رشد,3.0,1.0,0.0,"[[], [2, 0, 1], [], []]",True
652,سال گذشته درصد رشد,یسلآل گذشته درصد رشد,3.0,1.0,1.0,"[[2, 0, 2], [], [], []]",True
653,سال گذشته درصد رشد,ساح گذشته دراح رشد,3.0,2.0,0.0,"[[0], [], [0, 0], []]",True
654,سال گذشته درصد رشد,سال گذشطه درصد ذرشی,3.0,2.0,1.0,"[[], [0], [], [2, 0]]",True
655,متن پیام رهبر انقلاب,متن پیام رهبسر انقلاب,1.0,1.0,0.0,"[[], [], [2], []]",True
656,متن پیام رهبر انقلاب,متن پیام رهبر انثلاب,1.0,1.0,1.0,"[[], [], [], [0]]",True
657,متن پیام رهبر انقلاب,لشتن پیام رهبر انقلاب,2.0,1.0,0.0,"[[0, 2], [], [], []]",True
658,متن پیام رهبر انقلاب,مامن پیام رهبر انقلاب,2.0,1.0,1.0,"[[0, 2], [], [], []]",False
659,متن پیام رهبر انقلاب,من پیام رهب انقلاب,2.0,2.0,0.0,"[[1], [], [1], []]",True
660,متن پیام رهبر انقلاب,منن بپیام رهبر انقلاب,2.0,2.0,1.0,"[[0], [2], [], []]",True
661,متن پیام رهبر انقلاب,متن پیام رهبر ضنقغات,3.0,1.0,0.0,"[[], [], [], [0, 0, 0]]",True
662,متن پیام رهبر انقلاب,متن پیام ذرهز انقلاب,3.0,1.0,1.0,"[[], [], [2, 1, 0], []]",True
663,متن پیام رهبر انقلاب,متن یادم رهبر اژقلاب,3.0,2.0,0.0,"[[], [1, 2], [], [0]]",True
664,متن پیام رهبر انقلاب,متن پیام رهب لانقلایب,3.0,2.0,1.0,"[[], [], [1], [2, 2]]",True
665,دوره مجلس شورای اسلامی,دوره مصلس شورای اسلامی,1.0,1.0,0.0,"[[], [0], [], []]",True
666,دوره مجلس شورای اسلامی,دوره مچلس شورای اسلامی,1.0,1.0,1.0,"[[], [0], [], []]",True
667,دوره مجلس شورای اسلامی,دوره ملع شورای اسلامی,2.0,1.0,0.0,"[[], [1, 0], [], []]",True
668,دوره مجلس شورای اسلامی,دوره مجلس سدورای اسلامی,2.0,1.0,1.0,"[[], [], [0, 2], []]",True
